anciennete_jours,montant,heure,nouveau_beneficiaire,solde_avant,nb_virements_1h,changement_mdp,minutes_depuis_chg_mdp,localisation,nb_virements_vers_benef,fraude
95,1994150,15,1,2214413,7,1,20,1,7,1
1306,129727,9,0,2355503,2,0,40381,0,18,0
13,323293,21,1,2392496,7,0,5178,0,11,1
74,735567,15,1,3123045,10,0,8085,0,4,1
1499,174485,19,1,1441476,2,0,34035,0,2,0
363,153255,22,0,3133146,2,0,11115,1,15,0
989,96438,21,1,1846322,2,0,3675,1,12,0
1899,79005,23,0,3046608,1,0,25790,0,11,0
997,44548,8,1,2731305,1,0,37558,1,17,0
1769,28978,14,1,1938389,1,0,45085,1,14,0
557,42702,4,1,101364,0,0,22689,0,14,0
37,1331115,5,0,3820315,14,1,31,0,11,1
85,443836,14,1,3053270,9,0,7129,0,13,1
96,354363,1,0,1644453,14,1,36,1,18,1
98,1632422,23,0,4029519,13,0,9689,1,19,1
7,1576970,2,0,2882695,15,0,5667,0,3,1
1645,38671,12,0,2262752,0,0,21218,1,8,0
1292,95419,18,0,1278072,2,0,5814,1,6,0
8,1207224,19,1,2657742,13,1,50,0,9,1
289,197836,6,1,1855519,1,0,8573,1,19,0
44,1524798,1,1,3631027,9,1,58,0,20,1
28,1405970,20,0,2777352,10,1,38,1,0,1
785,106009,19,0,474427,1,0,42978,1,2,0
30,305703,3,1,1077767,13,0,9836,1,17,1
14,1392614,9,1,2155788,14,0,1808,1,12,1
1,1799476,12,0,2376862,13,1,16,1,8,1
65,1235287,18,0,2651226,10,1,51,0,14,1
15,1493897,18,0,2771730,8,1,44,1,19,1
1252,191018,6,1,723445,2,0,47849,0,0,0
3,631876,16,1,2817261,6,0,2042,1,10,1
89,1230682,20,0,1270995,5,0,5784,0,16,1
6,744544,5,1,2248572,12,0,1689,0,5,1
1344,145798,18,0,425577,1,0,49302,1,15,0
97,1388187,7,0,2044003,6,1,56,0,12,1
43,519693,9,1,3469871,12,0,6510,0,10,1
69,1219236,18,1,2703840,7,0,9216,0,11,1
1310,149889,3,1,1962964,2,0,33103,0,15,0
475,186929,5,1,1991099,0,0,6958,1,15,0
11,632998,12,1,1002164,9,1,38,1,5,1
11,1289554,1,1,3442010,12,1,57,0,0,1
88,1683290,20,0,2114600,10,1,1,0,13,1
93,708799,12,1,2572260,7,0,3846,0,12,1
9,671775,11,0,1508119,11,0,2106,0,2,1
1969,56824,18,0,1161714,2,0,30603,0,10,0
9,838193,10,1,3497344,15,0,458,1,4,1
899,41401,23,0,1457297,2,0,48251,1,0,0
1723,78619,1,0,1593664,0,0,35222,0,3,0
1422,161567,22,1,406364,0,0,48022,0,12,0
39,514272,0,0,1165922,11,1,32,1,1,1
100,1822420,0,0,2947310,10,0,3415,1,19,1
91,1820188,5,1,3017143,6,1,35,1,6,1
92,1939623,12,0,4038833,5,1,23,0,18,1
1968,41024,7,1,1250888,1,0,35406,0,9,0
62,1505743,23,0,1688433,10,0,5833,0,19,1
1958,189289,19,0,2668933,0,0,47299,0,17,0
1159,118481,8,0,3103085,2,0,45404,0,18,0
17,1869186,6,0,4800575,14,0,4022,0,16,1
26,414539,20,0,3144536,14,0,1823,0,12,1
1253,23184,8,1,147368,1,0,6424,0,8,0
62,1687049,0,1,2735707,9,0,5977,0,18,1
1526,54270,7,1,2461108,1,0,43249,0,14,0
94,1905020,20,0,4464346,11,1,35,1,3,1
84,1142755,11,1,1528821,6,0,8922,0,12,1
34,1842567,11,0,1991457,15,0,6161,0,7,1
1891,132403,12,1,1484207,2,0,13590,1,12,0
1414,127038,5,1,2170909,2,0,17110,1,17,0
457,158110,14,0,2346271,2,0,35000,0,6,0
1472,108306,18,1,992033,2,0,17434,0,8,0
14,605169,21,0,2001324,6,1,6,1,20,1
403,37620,10,0,675371,1,0,30787,0,13,0
50,394740,8,0,2593117,10,0,5624,0,16,1
495,173978,4,0,2318071,2,0,41780,0,2,0
1887,198124,18,0,1332360,2,0,3899,1,0,0
673,37116,9,0,1883368,1,0,40362,1,6,0
56,351115,12,0,2881965,11,0,6909,0,6,1
49,1853353,12,0,3659315,9,0,945,0,8,1
26,588767,11,1,1602854,15,1,43,0,19,1
1885,25093,2,0,1410901,1,0,11131,1,0,0
42,1774047,18,0,3399045,15,0,3077,1,1,1
1617,12158,7,1,2861878,0,0,20245,1,3,0
67,614986,23,0,2096931,5,1,32,1,3,1
73,1668524,22,0,3331971,6,0,5915,0,17,1
1049,6699,0,0,1248906,0,0,29766,1,4,0
1928,190675,3,1,1676661,1,0,33981,0,19,0
59,1962608,20,1,4414525,6,0,342,0,15,1
23,1788664,2,1,1826602,5,1,24,0,13,1
88,1891684,7,1,2677097,9,0,731,0,9,1
770,70160,9,0,2912123,1,0,3076,1,3,0
1701,177314,15,0,2173384,0,0,27738,1,9,0
1906,149740,5,0,212807,1,0,47626,0,16,0
55,1912636,5,0,1951192,14,1,50,1,19,1
18,1607717,20,1,3682328,12,1,15,1,20,1
1164,198713,6,0,934213,2,0,45156,1,2,0
93,688470,10,0,1366888,12,0,264,1,17,1
1191,67536,18,0,1946577,2,0,2733,1,18,0
226,122964,8,0,1195317,1,0,8827,1,14,0
1366,80457,18,1,392326,0,0,48296,1,4,0
1541,141614,20,0,1715690,2,0,34851,0,9,0
9,867124,2,1,2087839,13,1,29,1,6,1
1462,169437,14,0,1509402,2,0,34466,0,0,0
778,76117,0,1,417071,2,0,2673,1,5,0
780,33462,0,0,768985,0,0,43942,1,7,0
777,77729,0,0,1976855,2,0,36952,1,2,0
66,1059519,9,1,3271467,5,0,3715,1,20,1
37,326819,18,1,1825853,14,1,30,1,4,1
1589,67066,17,0,1351313,1,0,35444,0,2,0
711,63842,1,1,2340045,0,0,44114,1,11,0
23,1382565,7,0,2716715,14,1,15,1,16,1
966,123083,16,0,2537205,1,0,44064,1,7,0
65,1049623,19,1,1611156,5,1,27,1,16,1
1890,4126,10,0,2139325,0,0,25824,1,3,0
1538,42562,18,0,2491714,2,0,16474,0,17,0
611,49341,16,0,771837,2,0,42699,0,3,0
1186,97609,22,0,1624182,0,0,34719,1,0,0
80,1255463,4,1,1679598,14,1,32,0,17,1
1566,71103,0,0,2439271,1,0,14515,0,18,0
1312,79467,11,0,1686059,2,0,10887,0,12,0
535,52174,18,1,1341630,2,0,37100,1,8,0
75,1724514,4,0,1948792,12,1,10,0,8,1
32,1605041,13,0,3337217,6,0,2126,1,4,1
46,1986215,9,1,2887010,7,0,9595,0,9,1
33,1865871,13,1,4712024,12,0,2072,0,13,1
81,564545,12,0,2140764,9,1,32,0,3,1
90,667707,5,0,1840057,15,1,23,0,9,1
882,118940,22,0,1392141,1,0,21226,0,8,0
565,7701,8,1,2454066,0,0,47300,0,5,0
7,1064203,2,1,2177441,13,0,3324,1,12,1
11,1251610,17,1,1889661,13,1,17,0,20,1
385,150007,1,0,2438554,2,0,46519,0,0,0
80,382415,21,1,1491633,11,1,10,0,14,1
84,1048129,9,0,1634989,6,0,2800,0,18,1
215,161175,20,0,3084820,2,0,19922,1,11,0
85,396484,4,1,2782666,6,0,8282,0,4,1
56,747190,0,1,3519530,11,1,31,0,3,1
43,617536,2,0,3082375,11,0,8892,1,0,1
22,309180,0,1,2533281,9,0,3173,0,2,1
707,80441,1,1,2944806,0,0,7021,1,8,0
234,109253,13,1,1862428,0,0,31268,1,5,0
11,1880590,19,1,3877593,14,0,6445,0,5,1
1904,169427,16,1,1049926,1,0,44095,1,20,0
40,1841083,2,0,2224535,5,1,14,1,11,1
855,162408,23,0,2625641,0,0,6569,1,15,0
1900,12878,8,0,2463094,1,0,7754,0,1,0
14,1911540,14,1,4460636,7,1,37,1,20,1
97,1730157,0,0,3635244,6,1,55,0,18,1
85,1833441,3,1,4169601,14,1,24,0,12,1
463,188733,0,1,3043253,2,0,24666,1,0,0
86,1032187,12,1,1285203,9,0,2435,1,19,1
272,14825,10,1,2460098,2,0,21603,0,12,0
82,394317,13,0,828188,11,1,59,1,7,1
96,1318777,7,0,2698106,7,0,7360,0,0,1
331,24881,8,0,2409957,1,0,36319,0,3,0
890,68434,18,0,2138368,1,0,3966,1,1,0
213,60033,0,0,1350963,2,0,29715,1,4,0
59,1100622,23,1,3631897,6,0,3530,1,5,1
1893,130610,6,0,1236131,1,0,31463,0,3,0
487,87868,18,1,1594429,1,0,31544,1,20,0
29,1794244,9,0,2426338,8,0,1245,0,15,1
57,1129176,16,1,3940038,7,0,9020,1,8,1
85,766904,11,1,2001344,5,1,25,1,15,1
1196,79950,18,1,2387832,2,0,37552,0,3,0
30,1850379,6,0,3137231,13,0,8941,0,1,1
1871,93658,15,1,3091169,0,0,19389,0,19,0
93,1574959,18,1,4378998,13,1,57,0,4,1
12,1707931,4,1,2145342,13,1,14,0,19,1
846,149553,13,1,3073629,1,0,18974,1,1,0
250,161073,12,0,212913,2,0,44175,1,11,0
8,1740175,15,0,4120132,10,0,1494,1,14,1
21,718427,18,0,2597251,8,1,0,1,10,1
1974,93205,7,1,2571053,2,0,38899,0,19,0
75,1022429,9,1,3634892,15,1,8,1,14,1
67,1230851,10,1,3880552,6,1,55,1,16,1
97,1142221,6,0,2395461,6,0,5389,1,8,1
54,1667933,16,1,4663299,13,0,8301,0,2,1
61,522925,16,0,2337083,5,1,13,1,16,1
1966,124904,18,1,2543786,0,0,40369,1,9,0
39,1193544,18,1,2956522,13,1,26,1,17,1
29,306096,12,1,1303230,11,0,7239,1,11,1
1122,53642,17,0,2772298,2,0,2650,0,2,0
1667,172229,2,0,2947473,0,0,28341,1,7,0
1460,17541,17,1,1206810,0,0,47794,0,13,0
4,1804562,20,0,2744779,10,1,14,0,10,1
1032,81049,12,1,2316154,0,0,10362,0,3,0
1954,2885,21,1,2961056,1,0,12244,1,2,0
511,153654,17,0,2172286,1,0,19094,0,5,0
14,1109543,23,0,3066591,15,1,20,1,3,1
1345,163924,12,0,1809283,0,0,15420,1,4,0
751,89164,4,0,1441734,2,0,33249,1,0,0
57,484789,12,0,2624204,15,0,349,0,18,1
73,646119,5,0,3621009,7,0,1845,0,0,1
1912,23909,14,0,2987704,0,0,29578,0,14,0
46,829623,6,1,3515502,5,0,3686,1,14,1
72,1931767,2,0,3137135,13,0,9885,1,17,1
23,1847798,11,0,2846073,12,1,5,1,6,1
22,1255764,8,0,3695086,13,0,4321,1,18,1
310,189072,2,0,1192706,2,0,42403,0,15,0
1862,125914,18,0,577447,2,0,12560,0,7,0
9,1610802,13,1,4345703,15,1,0,0,1,1
9,1907598,16,1,3781951,9,0,4431,1,9,1
1095,27351,15,0,800293,0,0,37993,0,20,0
30,1643822,15,1,4128869,13,1,15,0,17,1
15,1144377,18,1,1874861,10,0,5753,0,14,1
1357,71212,9,1,1789506,2,0,17752,1,17,0
516,156917,23,0,1583609,1,0,13229,0,17,0
1349,130784,22,0,2232420,0,0,16378,0,4,0
47,1669505,18,1,3036222,9,1,7,0,18,1
77,583004,15,1,1655431,5,1,17,0,13,1
1635,125015,23,1,1252896,0,0,17585,0,6,0
1660,131888,2,0,599902,2,0,8524,0,2,0
33,1862838,3,1,3062972,7,0,7891,0,17,1
708,10377,12,1,1623604,0,0,44847,1,3,0
857,96220,8,0,881680,1,0,45346,1,1,0
1210,135994,22,1,2821416,2,0,35812,1,3,0
76,1909639,22,1,2790551,11,0,5611,1,4,1
433,90043,14,0,1803703,0,0,37304,1,8,0
1192,170246,12,0,1236837,0,0,47922,0,17,0
59,1294712,16,0,2670335,9,1,55,0,17,1
70,810020,14,1,1707805,13,0,8745,0,0,1
708,90955,13,0,1623653,2,0,20530,1,19,0
91,968597,18,0,3115704,10,1,6,1,5,1
42,1536861,9,1,2084189,9,0,4096,0,1,1
240,47802,23,0,1950982,0,0,24233,1,7,0
1141,81101,13,1,2518774,2,0,3964,0,3,0
1818,155871,6,1,880509,2,0,39324,1,9,0
52,317244,8,0,1210140,12,1,29,1,7,1
1322,125758,11,1,1782701,0,0,4330,1,15,0
1960,12873,8,1,2759514,1,0,25031,1,3,0
898,179889,5,0,709677,2,0,45019,1,16,0
98,1181302,22,0,3430668,12,1,57,0,8,1
462,181139,22,1,285222,0,0,45187,0,17,0
250,8944,5,1,1950274,2,0,48645,1,9,0
31,725589,4,0,2960212,12,1,4,0,0,1
63,1766468,22,0,2198534,8,1,16,0,1,1
1683,146078,6,0,1216156,2,0,46497,1,6,0
53,642126,15,1,2759622,11,0,6727,0,2,1
31,307784,8,0,3127873,8,1,58,0,10,1
345,107190,18,1,1632774,1,0,4556,0,4,0
86,1527941,9,1,4139757,10,0,6132,1,10,1
22,1014386,20,0,2373483,8,1,54,0,4,1
78,1774484,21,1,2910939,12,1,59,0,15,1
53,854984,23,1,2804125,10,0,456,1,20,1
949,96455,7,1,760509,2,0,37466,0,13,0
99,1713466,12,1,1890150,13,1,23,0,19,1
787,5072,17,0,68203,1,0,3618,0,3,0
1161,17506,10,1,1679377,2,0,21961,1,7,0
44,929595,10,0,2443897,6,0,687,0,11,1
68,1269397,22,1,1814892,6,0,4385,1,13,1
1374,77277,12,0,2617032,2,0,32332,0,4,0
1179,51948,20,1,1563401,1,0,25939,1,3,0
88,593670,13,1,682654,10,0,9671,0,18,1
1709,112328,0,1,1446020,2,0,25305,0,19,0
82,1190254,0,0,3118530,10,0,4345,0,14,1
305,55781,19,0,2785093,1,0,48602,1,15,0
762,103225,10,1,1227365,1,0,5563,0,11,0
230,114791,6,1,2148789,2,0,23660,1,16,0
821,109208,16,0,141530,0,0,3222,1,17,0
1653,151586,12,0,754120,2,0,12766,1,16,0
1541,150718,8,1,2508409,0,0,11444,1,16,0
1995,165296,20,1,2155172,0,0,44825,1,18,0
66,1310578,16,0,3441661,5,1,20,0,20,1
71,306883,9,1,357318,15,1,54,1,13,1
795,173564,3,1,1126610,2,0,14885,1,1,0
91,1948009,5,1,4705869,15,0,6681,1,5,1
16,1671045,17,1,1876629,5,1,14,1,4,1
1260,169839,9,1,1052092,0,0,45062,1,4,0
1728,23126,7,0,1866804,0,0,6274,0,5,0
1,679508,18,1,1866082,14,1,53,1,13,1
361,88814,4,1,774605,0,0,43900,1,16,0
285,170307,11,1,220911,1,0,12459,0,3,0
848,153418,15,1,2696020,1,0,43042,0,11,0
17,1228788,13,0,2968726,6,1,33,1,5,1
683,197113,8,1,1238505,2,0,25209,0,8,0
64,991021,5,0,1487332,13,1,39,1,4,1
1014,8344,4,0,798158,2,0,2340,1,9,0
1940,83847,12,1,783283,2,0,11993,1,10,0
385,121116,11,1,287099,0,0,14975,1,11,0
83,669465,13,1,2969232,11,0,3047,0,18,1
19,743767,11,1,1568598,13,1,25,0,8,1
52,1126718,6,1,3519855,15,1,15,0,4,1
94,1972990,6,1,4384184,7,0,7586,0,10,1
32,1715566,0,1,4229983,8,0,2179,0,9,1
43,1346018,16,1,2387247,7,0,1150,1,7,1
27,1634542,22,1,3451155,9,0,8469,1,13,1
66,1984264,16,1,4417386,6,1,26,1,13,1
826,32842,19,0,2058763,2,0,49712,0,6,0
2,1609199,8,1,4071983,5,0,5055,1,18,1
1028,16592,10,0,607326,2,0,28650,1,8,0
466,101788,21,1,770211,2,0,41127,0,6,0
52,1690721,7,0,1984459,8,0,6732,0,7,1
75,905624,15,0,2714496,8,1,31,0,12,1
35,1961646,9,0,4614629,6,0,4311,1,15,1
299,181801,14,1,2260559,0,0,25524,1,15,0
320,61388,2,1,1337232,2,0,3424,0,15,0
46,1909976,10,0,4769757,8,0,5086,0,5,1
23,542779,17,0,969073,8,1,14,0,13,1
1689,93938,15,1,213293,2,0,6770,1,10,0
963,139008,5,0,2052575,2,0,25156,0,3,0
87,797490,3,0,963982,12,0,5345,1,10,1
1179,81823,11,1,1556082,0,0,15865,0,15,0
1367,20501,2,1,1514453,0,0,25308,0,6,0
205,152916,17,1,2180311,1,0,6753,0,7,0
64,395346,5,0,2614552,9,0,8187,1,9,1
1865,100145,3,0,458080,2,0,41397,0,6,0
74,1761056,4,0,2941459,7,0,5731,1,11,1
94,459727,4,1,2410270,7,0,6490,0,9,1
34,362599,3,0,1957883,8,1,0,0,7,1
1323,75199,23,0,592546,2,0,31230,0,8,0
92,1114761,14,1,2670648,15,1,56,1,10,1
897,84867,18,1,535726,2,0,45460,0,1,0
49,1756067,4,0,2258057,13,0,5693,0,20,1
205,127433,22,1,1018702,0,0,30594,1,1,0
85,1421600,7,0,1521626,13,0,2793,0,9,1
1842,36089,1,1,1028307,1,0,25629,1,16,0
67,1584068,1,1,1700872,10,0,776,0,0,1
1254,121973,13,0,928793,2,0,48580,1,20,0
1688,87589,14,1,885239,1,0,45130,1,4,0
67,1139512,15,0,2273077,11,1,38,0,17,1
19,1809988,8,0,4147921,6,0,319,0,17,1
994,61390,20,1,450000,0,0,40866,1,1,0
1472,83366,8,1,1353090,2,0,39519,0,12,0
43,544207,11,0,1965633,13,1,32,1,1,1
90,1452704,7,1,4249630,12,0,6731,0,11,1
1916,61998,22,0,1571425,2,0,2161,1,12,0
31,958741,11,0,3397960,5,1,14,0,5,1
6,920551,3,1,1136899,7,0,1257,0,6,1
90,1202630,1,0,2899765,13,0,6063,1,9,1
363,170275,17,0,993092,1,0,47835,0,17,0
1392,50303,15,0,2679665,0,0,25989,0,15,0
21,719311,3,1,1812214,6,1,39,1,8,1
1192,1594,8,0,2697663,1,0,45760,0,3,0
28,840857,18,0,2581537,14,0,1327,1,17,1
2,643292,19,0,1082870,13,0,5081,0,19,1
1376,108216,7,1,2195756,1,0,32823,1,19,0
65,641938,7,0,1822242,14,1,4,1,11,1
1038,45050,0,0,2603675,0,0,44648,0,12,0
25,1948338,18,0,4702187,11,0,1679,0,9,1
51,1227960,9,0,1665137,5,1,38,1,12,1
280,198147,19,0,1307313,1,0,18770,0,12,0
1895,130271,15,1,459230,1,0,30906,0,18,0
1385,83739,1,0,845226,2,0,21407,0,0,0
54,493184,21,0,1368551,6,1,21,0,18,1
59,1836387,21,0,3375130,7,0,3676,0,15,1
783,48188,1,0,2451757,0,0,48434,0,18,0
9,1094664,16,0,3973546,13,1,56,0,11,1
1287,65383,6,0,2188603,0,0,10471,0,0,0
1509,151625,3,1,3009205,0,0,36428,0,17,0
87,1125758,9,1,1308085,8,0,2615,0,11,1
55,1985804,4,0,2872139,5,0,7837,1,17,1
1935,41049,13,1,1193996,2,0,17642,1,5,0
519,175911,22,0,964726,0,0,3166,1,10,0
837,160219,1,1,2290441,2,0,1471,1,6,0
100,1874673,5,1,4785002,9,1,59,1,16,1
9,577781,16,1,2925899,13,1,60,0,6,1
1150,164155,23,0,2888473,0,0,23781,0,16,0
94,748452,17,0,1285405,13,0,286,1,0,1
26,1544868,5,1,1684374,8,1,15,1,14,1
1800,41419,17,1,106164,2,0,19001,0,13,0
55,1626151,19,0,2168081,8,1,0,0,12,1
65,1084645,10,1,1738852,13,1,20,1,14,1
218,100829,13,0,750012,1,0,14422,1,5,0
36,1272478,8,1,2039191,8,0,880,1,2,1
5,1251385,0,0,3557530,11,0,8824,1,19,1
744,11912,18,1,2997000,2,0,3614,1,19,0
76,876071,4,1,2497991,6,0,3923,0,4,1
87,1577000,0,0,1591779,9,0,5931,1,17,1
358,112268,10,1,637866,2,0,30570,1,13,0
4,368743,23,1,1931858,15,1,6,1,19,1
31,1870984,23,1,2745417,8,1,1,0,14,1
71,1600164,18,1,4081674,12,1,33,1,19,1
4,778649,15,0,1483179,8,0,9797,0,2,1
71,425620,23,0,1986415,14,0,8173,1,9,1
583,48177,23,0,2232891,2,0,37120,1,16,0
1280,25871,18,0,1379411,0,0,9364,0,0,0
333,139527,11,0,1917576,0,0,15881,1,18,0
370,79847,22,1,2435975,0,0,21824,1,16,0
1607,59676,21,1,2647437,2,0,37280,1,18,0
20,1944097,8,0,3778175,8,1,11,1,15,1
677,84963,13,0,2843533,1,0,22393,1,13,0
40,1938412,13,0,4117138,5,0,2384,1,0,1
702,90708,23,1,1643723,0,0,34142,0,8,0
454,25946,19,1,775263,1,0,1317,0,16,0
576,157191,4,0,2195618,1,0,46833,0,17,0
21,1576029,13,1,4344854,11,1,26,0,6,1
99,1819540,6,1,3234985,15,1,8,0,16,1
16,436434,12,0,972153,6,0,2371,1,10,1
726,7865,20,1,81664,1,0,41495,1,2,0
1051,23085,12,0,474061,1,0,22129,0,20,0
17,741914,2,1,783464,14,0,8822,1,8,1
29,468783,15,1,2767307,7,0,3656,1,20,1
792,173616,21,0,484783,1,0,37922,0,9,0
1287,136908,2,0,656665,1,0,48028,1,0,0
1792,35387,21,0,1101523,1,0,45851,1,10,0
57,1749087,8,1,2424011,13,0,8020,0,1,1
9,650521,14,1,3503443,6,0,254,1,0,1
5,1895990,12,1,2603025,15,1,6,1,8,1
50,1516103,1,1,4145294,15,0,5433,1,18,1
64,353891,8,1,2939209,9,1,50,0,8,1
1384,170683,18,0,2383391,0,0,4045,1,4,0
823,146580,16,1,710764,1,0,41467,1,11,0
28,415253,23,1,2073151,13,0,7046,0,10,1
7,932820,5,0,968831,15,0,2834,0,14,1
84,1790488,20,1,2500223,11,0,6329,1,11,1
1770,128293,14,1,585620,1,0,2717,1,3,0
83,1778571,2,0,4004202,5,1,8,1,12,1
45,674350,23,1,1873093,5,0,8433,1,17,1
505,173946,22,0,239396,2,0,23398,0,9,0
1486,18266,22,0,2879842,0,0,37201,0,0,0
20,839911,4,0,950641,13,0,7649,1,14,1
1839,164979,5,1,1119849,1,0,3609,0,18,0
1210,104714,14,1,997984,1,0,24024,1,15,0
73,1064016,18,1,2476437,7,0,399,1,4,1
33,1232738,20,0,1590855,6,1,59,0,15,1
1562,86387,13,0,642472,2,0,37706,1,4,0
53,1056796,14,1,2940199,10,0,8849,0,17,1
97,1556971,1,0,2385039,5,1,14,1,8,1
1298,12507,15,0,927657,1,0,21890,0,15,0
600,94707,15,0,2566918,1,0,40598,1,4,0
1897,186140,18,1,1495910,2,0,20015,1,4,0
622,46974,5,1,2486484,1,0,44889,0,18,0
1947,94819,10,0,2947416,2,0,26814,0,10,0
31,708228,18,1,2044094,11,1,9,0,12,1
1673,175887,7,1,2157329,0,0,46227,1,3,0
1178,50495,4,1,1060081,1,0,13445,0,13,0
31,1480565,13,1,4397303,14,0,2395,0,3,1
1265,153745,0,0,2788446,1,0,47341,1,18,0
62,573558,7,0,1023977,14,0,7814,1,18,1
1739,19533,17,1,1988789,2,0,44078,0,15,0
75,1267931,5,1,1355559,15,0,616,1,7,1
88,663712,12,0,2904698,7,1,45,1,0,1
1346,191791,2,0,1750160,0,0,24641,1,5,0
679,147528,12,0,1634083,2,0,33936,1,19,0
1963,149783,15,1,501997,1,0,37823,0,13,0
34,1309663,6,1,2053919,9,1,59,0,14,1
47,1650977,16,1,4482169,7,1,42,0,12,1
90,496036,17,1,756423,7,0,7785,1,13,1
1244,31217,11,1,434564,0,0,30398,1,16,0
1052,70441,21,0,306261,0,0,8973,1,17,0
82,1631119,20,0,2057485,10,1,49,1,15,1
94,773673,9,0,1987420,15,0,2825,0,20,1
33,1207968,13,1,3932663,10,1,54,0,10,1
84,1455597,7,1,4391173,9,0,9554,1,20,1
1557,20490,10,1,2463154,1,0,29067,1,8,0
1993,156677,20,1,2546138,0,0,1275,1,17,0
357,74842,4,1,948304,1,0,48766,0,3,0
328,15770,7,1,1489841,2,0,37643,1,15,0
1056,83638,1,0,2137266,1,0,16832,1,15,0
45,1060490,20,0,2955617,11,0,5755,0,19,1
395,109221,19,1,2766888,1,0,25071,0,6,0
565,143669,20,1,2928466,0,0,42106,1,17,0
63,1773491,6,0,4610122,11,0,166,0,17,1
1,884010,6,0,2477903,15,1,9,1,18,1
1646,175636,13,1,919879,2,0,36159,0,2,0
79,961209,4,1,1313481,12,0,7477,0,13,1
38,1502843,20,0,2441842,7,0,5067,1,7,1
1871,128553,8,0,2139586,2,0,40858,1,6,0
929,92722,21,1,3067108,1,0,3779,0,18,0
47,1336189,14,0,3378209,9,1,5,0,8,1
205,129378,22,1,346401,1,0,9407,1,8,0
53,1560600,20,0,2557856,14,1,40,0,16,1
79,774172,4,1,988572,12,1,38,0,12,1
1176,79614,4,1,624567,0,0,12252,1,9,0
95,1860482,2,0,2372789,7,1,25,0,16,1
1272,185171,19,1,1269843,2,0,13265,0,11,0
447,42226,7,0,851214,0,0,31363,1,8,0
27,883711,19,0,1538639,12,1,41,0,13,1
578,154783,23,0,854285,1,0,3955,0,13,0
60,537330,11,0,1208025,7,0,4546,0,17,1
564,14717,3,1,2328988,1,0,5048,1,11,0
12,895035,21,0,3191460,15,1,41,1,17,1
56,1624888,19,1,3857283,15,0,2986,0,14,1
83,754473,16,1,1230194,14,0,8927,1,11,1
5,366503,15,1,1007277,14,1,19,0,12,1
320,182002,13,0,1464426,1,0,2153,0,9,0
1619,120120,7,1,677486,0,0,39600,1,11,0
48,1343063,18,1,3680709,9,0,5326,1,6,1
615,43423,0,0,1019501,2,0,40504,1,2,0
528,173900,13,1,2287873,1,0,16360,1,12,0
61,1572708,21,1,4307120,9,1,50,1,16,1
707,130648,0,0,1348203,0,0,20293,1,8,0
12,570757,3,0,955036,15,1,18,0,19,1
33,965314,16,0,3268426,13,0,9556,1,10,1
92,1174012,11,1,2629928,14,1,57,1,19,1
33,844787,7,1,1040598,11,0,7941,0,18,1
1278,11728,10,0,948887,1,0,13340,0,5,0
1,833751,3,0,2017961,13,1,6,0,10,1
66,1503307,6,0,3327854,7,0,3584,1,8,1
326,120517,9,1,2161107,0,0,45147,0,5,0
25,446961,1,1,2825673,8,1,58,0,11,1
24,1744468,4,0,2053183,6,0,7917,1,7,1
1469,114414,10,0,1458540,0,0,47141,1,18,0
1839,103304,10,0,931991,2,0,43965,1,15,0
14,1142070,5,1,2137759,5,1,30,1,18,1
8,1129809,7,0,1690369,11,1,11,1,3,1
68,1784524,6,1,3823326,10,1,57,0,5,1
99,884959,8,1,2759137,10,1,56,0,19,1
1614,20607,2,1,1047720,0,0,11773,1,11,0
79,1974186,20,0,2794735,9,1,54,0,4,1
257,129237,3,1,2651938,0,0,25761,1,2,0
1510,126795,14,0,981934,0,0,6854,1,16,0
5,416364,0,1,3012406,15,0,9877,0,4,1
1668,47274,6,0,2242487,2,0,3955,1,19,0
744,9215,19,1,2028123,1,0,46240,1,2,0
23,984818,14,1,3598158,12,1,32,1,12,1
99,1389624,5,1,3117539,8,1,59,0,2,1
49,566977,16,0,3078223,10,1,44,1,9,1
517,134859,13,0,2422370,2,0,21513,0,14,0
848,184921,5,1,404976,2,0,3082,0,3,0
1323,113417,19,0,539965,1,0,13807,1,15,0
29,855795,0,0,1246362,11,0,5371,1,20,1
1383,172862,16,0,2881771,0,0,14553,0,2,0
31,1119514,5,0,2493056,15,1,40,0,11,1
1727,71125,0,0,105418,2,0,23345,0,3,0
1424,9378,9,1,2514188,2,0,30725,0,6,0
54,1122506,9,1,3171349,5,1,37,0,15,1
13,1576065,11,1,1773564,15,0,8381,0,4,1
89,556817,16,1,3271735,5,0,6972,0,13,1
1122,47198,22,0,1116099,1,0,20905,1,3,0
347,144504,20,1,2114264,0,0,42338,1,10,0
983,146148,21,0,3139757,1,0,15883,0,18,0
85,562295,9,0,3261472,14,0,5252,0,0,1
1543,198804,13,1,2469927,0,0,30854,1,14,0
32,1024662,17,1,2986535,13,0,8490,0,20,1
71,1251466,22,0,1956201,14,0,5067,1,5,1
461,27768,23,0,1025459,0,0,7412,1,11,0
936,176474,9,0,2621246,2,0,37281,1,3,0
11,343115,0,1,358868,5,1,45,0,6,1
78,481708,7,0,1563325,9,1,11,0,17,1
84,1929607,17,1,2004626,10,1,14,0,6,1
391,189157,17,1,2506918,1,0,43379,0,15,0
1323,52287,1,0,70381,2,0,3368,0,16,0
65,1290625,22,1,3759415,7,0,2826,0,1,1
94,474739,12,0,840232,10,0,6512,1,16,1
